name,color,star,class,speed,power,attack,defense,health,skill,effects,passives,types,source,family_bonus,family,image,costume_id,dot_string,total_dot_damage,n_turns,dot_damage_per_turn,max_special_percent,min_special_percent,max_special_stat_percent,min_special_stat_percent
Griffex C,purple,5,Monk,Slow,1230,1190,1241,2441,Memory Manipulation,"['Reduces the mana of all Holy enemies by 100%. Reduces the mana of all other enemies by 55%.', 'Increases the mana of all Dark allies except the caster by 30%. Increases the mana of all other allies by 15%. (This has no effect on other Griffex characters.)']","['Troop Mastery:', 'Passive Skill as attacking character: This hero’s Troops deal extra elemental damage against weaker element.', ' - Dealt extra elemental damage: +150%', 'Passive Skill as defending character: This hero receives less elemental damage from Troops of stronger element.', ' - Received elemental damage: -25%']","['Mana Reducer All', 'Mana Increase All']",superelemental,"['One or more shields are enhanced to Power Gems each turn.', 'The amount is the same as <<Hero element>> heroes in the team. 5 Power Gems per element can be on the board at the same time.', 'The Power Gem deals 20/15/10 (5*/4*/3*) damage to a random enemy each turn until it is matched. When Power Gems are matched, they deal 10 damage to all enemies.']",superelemental,https://imgur.com/QbtVKOI.jpg,1,,0,0,0.0,100,15,0,0
Tamlin,purple,5,Sorcerer,Slow,1139,1126,1130,2171,Disquieting Tune,"['Deals 460% damage to all enemies.', 'Enhanced Defense Ailment: All enemies get -64% defense against Special Skills. This effect lasts until the enemy takes damage from a Special Skill 6 times.', 'After the Enhanced Defense Ailment ends or is removed or replaced, the enemy gets silenced for 6 turns.']","['Resist Insanity: This character has innate resistance against Insanity.', 'Mana on Status Ailment Received: This character gains 5% mana when they receive a status ailment or a negative stacks.', 'Resist Attack Reduction: This character has innate resistance against status ailments, stacks and Wither effects that affect attack.']","['Hit All', 'Enhanced Defense All', 'Delayed Silence All']",wilderness,"['Bonus for 1 / 2 Heroes:', ' * 75% / 100% chance to resist mana reductions and mana status ailments. Each succesful resist by this family gives this character 15% mana.', ' * +50% / +100% more damage dealt against Minions and Mega Minions.']",woodlandfaun,https://i.imgur.com/eHe26XM.jpg,0,,0,0,0.0,460,460,-64,-64
Shadowfang,purple,5,Wizard,Slow,1153,1143,1139,2208,Flying Bones,"['Deals 390% damage to all enemies.', 'At the end of each turn, the caster cast a Bone Toss at a random enemy for 5 turns.', 'Each Bone Toss deals 230% damage.', 'Each Bone Toss summons a Skeleton Fox Fiend to the target. The Fiend damages its target with 100% attack every turn.', 'The Skeleton Fox Fiend absorbs healing. It disappears after receiving a healing amount equal to 30% of its target’s max health.']",['Decreased Healing: All enemies get -50% healing.'],"['Hit All', 'Bone Toss Hit 1', 'Bone Toss Fiend Summoner 1']",covenant,"['Bonus for 1/2 Heroes:', 'This hero summons 1/2 Sly Fox Minions for self, with 2% health and 100% attack inherited from the hero.', 'Sly Fox Minion has 80% chance to dodge incomming attacks.', 'When Sly Fox Minion dodges, it steals latest dispellable buff from the attacker and gives it to its owner.']",fox,https://i.imgur.com/WRT0fPv.jpg,0,,0,0,0.0,390,30,0,0
Bera,purple,5,Monk,Fast,786,743,749,1369,Disir of Dusk,"['Summons a Moth Minion for each ally. The Moth Minion inherits 20% HP and 20% attack from the caster.', 'Each hit from a Moth Minon gives the target the following status ailments:', ' * The target receives 207 Poison damage over 3 turns.', ' * The target resists new Minions for 3 turns.']",0,"['Summoner', 'Minion Blocking', 'DoT 1']",season3,"['Bonus for 1/2/3 Unique Heroes:', 'The mana of all enemies is reduced by -5/-10/-15% when a Vanaheim Hero dies.']",vanaheim,https://i.imgur.com/NBFcAXz.jpg,0,207 Poison damage over 3 turns.,207,3,69.0,20,20,0,0
Bera C,purple,5,Cleric,Fast,984,951,925,1912,Disir of Dreams,"['Summons a Moth Minion for each ally. Moth Minion inherits 30% attack and 30% HP from the caster.', 'Each hit from the Moth Minion gives the target the following status ailments:', ' * The target receives 138 Poison damage over 3 turns.', ' * The target can’t receive new Minions for 3 turns.']",0,"['Summoner', 'Minion Blocking', 'DoT 1']",season3,"['Bonus for 1/2/3 Unique Heroes:', 'The mana of all enemies is reduced by -5/-10/-15% when a Vanaheim Hero dies.']",vanaheim,https://i.imgur.com/jUs21jO.jpg,1,138 Poison damage over 3 turns.,138,3,46.0,30,30,0,0
Lilli,purple,5,Druid,Slow,1229,1205,1308,2259,Catnip Fury,"['Steals all Minions or a Mega Minion from the target.', 'Deals 850% damage to the target.', 'All enemies receive +50% increased damage as long as the caster has Minion or Mega Minion. This effect can’t be dispelled.', 'All buffs affecting attack, defense and mana generation on all enemies are transformed into matching uncleansable ailments. (Transform cannot be blocked by status effects, family effects or passives. Only buffs that are dispellable can be transformed. Transformed effects: Attack buffs are transformed into -40% attack status ailment for 4 turns. Defense buffs are transformed into -40% defense status ailment for 4 turns. Mana generation buffs are transformed into -40% mana generation status ailment for 4 turns.)']","['Flight Momentum: If this character has any amount of Flight Momentum, they receive:', ' * Up to +35% mana generation.', ' * Up to +25% chance to dodge.', ' * The effects diminish the less Flight Momentum character has.', 'Weaker Mega Minions: Enemy Mega Minions have -75% HP.']","['Steals Mega/Minions', 'Hit 1', 'Damage Increased Debuff All', 'Transform Attack Buffs All', 'Transform Defense Buffs All', 'Transform Mana Gen Buffs All']",magic,"['Heroes of this family have Flight Momentum.', ' * Hero start with full Flight Momentum.', ' * At the end of each turn and when taking damage the hero loses a small amount of Flight Momentum.', ' * When casting their Special Skill, hero gains Flight Momentum.', ' * Slower heroes gain increased amount of Flight Momentum.']",magiccarpet,https://imgur.com/RBggaAY.jpg,0,,0,0,0.0,850,850,50,-40
Knave of Hearts,purple,5,Barbarian,Fast,1037,1079,999,1823,Stolen Tarts,"['Deals 300% damage to the target and nearby enemies.', 'The target automatically casts Mindless Attack on a random ally when the mana is full at the start of a turn during 3 turns.', 'Summons a Tart Minion for each ally with 10% HP and 32% attack inherited from the caster. The Minion recovers 10% health for its owner when it is defeated.']",0,"['Hit 3', 'Mindless Attack', 'Summoner All']",wonderland,"['Bonus for 2/3/4/5 Unique Heroes:', '+2%/+4%/+7%/+12% mana generation', '+5%/+10%/+15%/+20% critical chance', 'The members of this family have additional perks in the Challenge Festival events.']",wonderland,https://i.imgur.com/BQViteC.jpg,0,,0,0,0.0,300,10,0,0
Morax,purple,5,Sorcerer,Average,812,768,770,1448,Scythe of Sorceries,"['Deals 430% damage to the target and minor damage to nearby enemies.', 'The target gets -24% mana generation for 4 turns.', 'Reduces max health of the target’s nearby enemies by 600. Max health can’t be lower than 30% of the original max health. Any boosted health is reduced by an additional 600.', 'Element Link gives all Dark allies immunity to new Fiends for 4 turns. This effect cannot be dispelled']","['Resist Mana Generation Ailments: This character has innate resistance against status ailments and negative stacks that affect mana generation. Doesn’t apply to status ailments that stop mana generation or steal mana.', 'Mana on Health Boosting Special Skill: This character gains 5% mana each time an enemy casts a Special Skill that directly boosts health.']","['Hit 3', 'Mana generation debuff 1', 'Max Health Reduction 2']",hotm,"['Bonus for 1/2/3 Heroes:', '+10%/+15%/+20% attack.', 'Bonus for 2+ Heroes:', 'Element Link affects all allies.']",2022,https://i.imgur.com/9tJznmy.jpg,0,,0,0,0.0,430,30,-24,-24
Marie-Therese,purple,5,Monk,Slow,780,774,723,1301,Zombie Blessing,"['Deals 168% damage to all enemies', 'All allies regenerate 612 HP over 4 turns', 'All allies get +30% defense for 4 turns', 'All allies receive Zombie Blessing. If the blessed hero dies in the next 4 turns, they will be reborn as a Zombie with:', '* 100% inherited health', '* 500 attack', '* 500 defense', '* Special Skill: Poison Bite.']",0,"['Hit All', 'Healer', 'Defense Buffer', 'Zombie Buff']",pirates,"['Bonus for 2/3/4/5 Unique Heroes:', '+3%/+6%/+10%/+15% attack', '+2%/+4%/+7%/+12% mana generation']",corellia,https://i.imgur.com/sKXoFnG.jpg,0,,0,0,0.0,168,100,30,30
Marie-Therese C,purple,5,Druid,Slow,977,956,926,1845,Zombie Invocation,"['Deals 138% damage to all enemies.', ""All allies regenerae 600 boosted health over 4 turns. Boosted health can exceed max HP. This effect can't be dispelled."", ""All allies get +30% defense for 4 turns. This effect can't be dispelled."", 'All allies receive Zombie Blessing. If the blessed Hero dies in the next 4 turns, they will be reborn as a Zombie with:\n * 100% inherited health\n * 500 attack\n * 500 defense\n * Special Skill: Poison Bite.']","['Poison on Special Skill: When this character casts their Special Skill, all enemies receive 504 Poison damage over 4 turns.']","['Hit all', 'Health boost', 'Zombie']",pirates,"['Bonus for 2/3/4/5 Unique Heroes:', '+3%/+6%/+10%/+15% attack', '+2%/+4%/+7%/+12% mana generation']",corellia,https://i.imgur.com/cwv2NUd.jpg,1,,0,0,0.0,138,100,30,30
Goseck,purple,5,Barbarian,Slow,841,824,801,1458,Revengeful Smite,"['Deals 350% damage to all enemies.', 'The less HP the caster has, the more damage they deal up to 700%.']","['Gargoyle’s Stoneskin: Every time this Gargoyle casts a Special Skill, their Stoneskin hardens. The next 5 times they receive damage, it is dropped to 1. This effect can’t be dispelled.']",['Hit All'],gargoyle,"['Bonus for 1/2/3/ Unique Heroes:', 'Immune to Poison damage / Immune to Poison and Burn damage / Immune to Poison, Burn and Water damage', 'The members of this family have additional perks in the Return to Sanctuary event.']",gargoyle,https://i.imgur.com/OKV9H3h.jpg,0,,0,0,0.0,700,350,0,0
Deadboot,purple,5,Rogue,Very Fast,940,964,898,1621,Unhallowed Spirits,"['Steals all dispellable status effect buffs from the target and randomly distributes them on allies.', 'Deals 375% damage to the target.', 'Deals additional 50% damage per transferred status effect buff, up to 625% damage in total.', 'Wither: The target gets -300 defense.']","['Effects on Special Skill: 30% chance to perform the following actions when this character casts their Special Skill.', ' * Deals 90% damage to all enemies.', ' * All enemies get -25% accuracy for 3 turns.']","['Buff Stealer', 'Hit 1', 'Defense Debuff']",goblinvillage,"['Bonus for 1/2/3 Heroes:', 'Each time this Hero takes damage from the enemy’s Special Skill, removes 50% / 75% / 100% boosted health from all enemies.']",goblin,https://i.imgur.com/6DFOAwr.jpg,0,,0,0,0.0,625,50,0,0
Sir Casmir,purple,5,Paladin,Slow,1008,988,1048,1746,Guardian’s Retaliation,"['Cleanses status ailments from the caster and nearby allies.', 'For the next 5 turns, this character has a 55% chance to deal 600% damage to a random enemy after an enemy casts their Special Skill. (Each enemy can trigger this effect once per turn.)', 'The caster and nearby allies reflect status ailments and negative stacks for 5 turns. (Status effects cast by characters, Minions and Fiends on the same side cannot be reflected.)', 'Element Link gives all Dark allies +5% dodge chance for 6 turns. This effect cannot be dispelled.']","['Resist Mana Generation Ailments: This character has innate resistance against ailments and negative stacks that affect mana generation. Doesn’t apply to status ailments that stop mana generation or steal mana.', 'Mana on Health Recovery: This character receives 5% mana each time its health is recovered.']","['Cleanser 3', 'Hit Chance 1', 'Reflect Ailments 3', 'Reflect Stacks 3']",hotm,"['Bonus for 1/2/3 Heroes:', ' * +10%/+15%/+20% healing.', 'Bonus for 2+ Heroes:', ' * Element Link affects all allies.']",2024,https://i.imgur.com/7f9DRkN.jpg,0,,0,0,0.0,600,55,5,5
Peppermint,purple,5,Sorcerer,Average,851,824,836,1460,Putrid Perfume,"['Deals 250% damage to all enemies.', 'Summons an Elf Minion for each ally with 10% HP and 10% attack inherited from the caster.', 'All enemies receive 280 Poison damage, and an increase of 16 damage per each Dark shield on the board over 4 turns up to 408 damage.']",0,"['Hit All', 'Summoner', 'Dot All']",christmas,"['Bonus for 2/3 Unique Heroes:', '+2%/ +3% health for Minions inherited from their summoner.', '+5%/+10% attack for Minions inherited from their summoner.', ""The members of this family have additional perks in the Santa's Challenge event.""]",christmas,https://i.imgur.com/egM1t1a.jpg,0,,0,0,0.0,250,10,0,0
Aconia,purple,5,Rogue,Fast,909,871,859,1705,Bleed Inducing Daggers,"['Summons a Dagger Fiend for the target and Holy enemies. The Fiend damages its target with 250% attack every turn.', 'The Dagger Fiend absorbs healing. It disappears after absorbing healing amount equal to 20% of its target’s max health.', 'When the Dagger Fiend disappears after it has absorbed enough healing, the owner receives 810 Bleed damage over 3 turns.']","['Troop Mastery:', 'Passive Skill as attacking character: This hero’s Troops deal extra  elemental damage against weaker element.', ' - Dealt extra elemental damage: +100%', 'Passive Skill as defending character: This hero receives less elemental  damage from Troops of stronger element.', ' - Received elemental damage: -10%']","['Fiend Summoner 1', 'Elemental Fiend Summoner']",superelemental,"['One or more shields are enhanced to Power Gems each turn.', 'The amount is the same as <<Hero element>> heroes in the team. 5 Power Gems per element can be on the board at the same time.', 'The Power Gem deals 20/15/10 (5*/4*/3*) damage to a random enemy each turn until it is matched. When Power Gems are matched, they deal 10 damage to all enemies.']",superelemental,https://i.imgur.com/VT78aoB.jpg,0,810 Bleed damage over 3 turns.,810,3,270.0,250,20,0,0
Zed,purple,5,Fighter,Fast,1052,1155,1036,1662,Lance Thrust,"['Deals 440% damage to the target.', 'The target gets -34% defense for 2 turns. The effect duration resets if the target is hit with direct damage from a Special Skill.', 'The target gets -34% decrease for any healing received for 2 turns. The effect duration resets if the target is hit with direct damage from a Special Skill.', 'Element Link gives all Dark allies +20% critical chance for 6 turns. This effect cannot be dispelled.']","['Resist Blind: This character has innate resistance against status ailments that affect accuracy. Doesn’t apply to original status effects from allies.', 'Increased Special Skill Damage: This first 2 times this character casts a Special Skill that deals damage, an additional 50% is added to its power.']","['Hit 1', 'Defense Debuff 1', 'Healing Debuff 1']",hotm,"['Bonus will activate on January 1st, 2026']",2025,https://i.imgur.com/G0RFHTr.jpg,0,,0,0,0.0,440,440,20,-34
Kemeny,purple,5,Sorcerer,Average,850,828,813,1487,Cry for Absolution,"['Deals 330% damage to all enemies.', 'Deals additional 65% damage per status ailment the caster has up to 655% damage in total.']","['Gargoyle’s Stoneskin: Every time this Gargoyle casts a Special Skill, their Stoneskin hardens. The next 4 times they receive damage, it is dropped to 1. This effect can’t be dispelled.']",['Hit All'],gargoyle,"['Bonus for 1/2/3/ Unique Heroes:', 'Immune to Poison damage / Immune to Poison and Burn damage / Immune to Poison, Burn and Water damage', 'The members of this family have additional perks in the Return to Sanctuary event.']",gargoyle,https://i.imgur.com/PmkgBzd.jpg,0,,0,0,0.0,655,65,0,0
Lilareine,purple,5,Druid,Slow,1228,1221,1283,2263,Revitalizing Melody,"['Boosts health fo all allies by 1500. Boosted health can exceed max HP.', 'Cleanses status ailments from all allies.', 'Stack (Max: 10): All allies get +5% mana generation. (Affects only mana generated from matching tiles or mana gained by the defense team at the end of their turn.)', 'This character gets a Mark of Special Skill for 5 turns. Whenever an ally casts their Special Skill, the caster gains a stack (Max: 10). Each stack increases mana generation the caster receives by +5%.']",['Dodge Special Damage: This character has a 15% chance to dodge Special Skills that deal damage.'],"['Boosted Heal All', 'Cleanser All', 'Mana Generation Stack All', 'Self Mark for SS cast']",moth,"['Bonus for 1/2/3 Heroes:', 'At the start of each turn, cast Moth Dust to a random enemy for 2/3/4 turns.', 'Moth Dust has the following effets:', ' * -30% mana generation.', "" * Mega Minion's current health is reduced by 50% each turn."", 'If Moth Dust is cleansed or removed, the target falls asleep and receives +80% increased damage while sleeping.', 'The members of this family have additional perks in the Night of the Moth event.']",moth,https://imgur.com/AXu9Fya.jpg,0,,0,0,0.0,0,0,5,5
Ommodus,purple,5,Barbarian,Slow,984,986,1023,1627,Poleaxe of the Law,"['Destroys all Fiends from all allies. This effect damages Mega Fiends.', 'This Special Skill never misses its targets.', 'Attacks all enemies with Moonrise Strike, dealing up to 2000 damage. Deals 40% more damage if the target is Holy.', 'All allies get 5% mana for each destroyed Fiend.']",['Reduce Mana Gain from Special Skills: Reduces the amount of mana increased by Special Skill by -80%. The effect applies to all enemies in the battle.'],"['Fiend Destroyer All', 'Hit All Moonrise Strike', 'Mana on Fiend Destroyed All']",owltower,"['Bonus for 1/2/3 Unique Heroes:', '* All received mana status ailments will be replaced by a +11% / +31% / +39% mana generation buff for 3 turns.']",owl,https://i.imgur.com/QzvMG5C.jpg,0,,0,0,0.0,40,5,0,0
Eros,purple,5,Ranger,Very Fast,966,1009,937,1617,Arrow of Desire,"['Deals 465% damage to the target.', 'All damage the target receives is increased by +40% for 2 turns.']",['Resist Special Skill Blocking: This character has innate resistance against status ailments that block Special Skills.'],"['Hit 1', 'Damage Received Debuff']",love,"['Cupid Family supports other families and realms', 'Solo Heroes get +20% increase for any healing received. Team members are Solo Heroes if they have no family or realm members in the Team.', 'The members of this family have additional perks in the Season of Love event.']",cupid,https://i.imgur.com/5JDsRr2.jpg,0,,0,0,0.0,465,465,40,40
Grendel's Mother,purple,5,Sorcerer,Slow,1220,1233,1266,2212,Harrow the Heart,"['Deals 410% damage to all enemies.', 'All enemies receive 1230 Curse damage over 6 turns, starting low and increasing every turn.', 'Source of Ailments: The following effects are cast on a random enemy at the start of each turn', ' * +60% damage from status ailments for 5 turns.', ' * -60% for all healing received for 5 turns.', 'The Source of Ailments will activate 6 times. Each attempt to dispel it removes one activation.']","['Mana of Buff Received: This character gains 5% mana when they receive a buff or possive stack.', 'Empowered Resist Mana Reductions: This character has innate resistance against mana reduction. They also gain 600 boosted health and 10% mana each time they resist.', 'Stacking Attack On Damage Received: When this character receives damage from Special Skills, they gain +30% attack Stack (Max: 10). One Stack can be gained per turn.']","['Hit All', 'DoT All', 'Source of Ailments']",beowulf,"['Bonus for 1 / 2 Heroes:', ""* 75% / 100% chance to cleanse a random cleansable status ailment from all allies when this character receives damage from an enemy's Special Skill. This effect can activate only once per turn."", 'The members of this family have additional perks in the Beowulf’s Challenge event.']",beowulf,https://imgur.com/gAwcLIi.jpg,0,"1230 Curse damage over 6 turns,",1230,6,205.0,410,410,60,-60
Phorcys,purple,5,Monk,Changing Tides,906,922,826,1623,Rally of the Deep,"['Special Skill need consecutive uses to reach full power, the following order:', '1st:', ' * Summon a Merman Minion for the caster and nearby allies with 27% HP and 26% attack inherited from the caster.', ' * The Minion adds 5% mana to its owner at the end of each turn.', ' * The caster gets Taunt that prevents enemies from using Special Skills on the caster’s allies for 3 turns.', '2nd:', ' * Summon a Merman Minion for the caster and nearby allies with 27% HP and 26% attack inherited from the caster.', ' * The Minion adds 5% mana to its owner at the end of each turn.', ' * The caster gets Taunt that prevents enemies from using Special Skills on the caster’s allies for 3 turns.', ' * Stack (Max 10): All allies get +20% attack for their Minions.']","['Effects on Special Skill: 50% chance to perform the following actions when this character casts their Special Skill', ' * Deals 80% damage to all enemies.', ' * All allies get +21% critical chance for 2 turns.', 'Resist Insanity: This character has innate resistance against Insanity.']","['Summoner 3', 'Taunt', 'Stack']",untoldtales,"['Bonus for 1/2 Unique Heroes:', '50%/75% chance to give all allies +36% attack for 3 turns after this character receives Special Skill damage. If the enemy’s Special Skill defeats this character, the chance is 75%/100%', 'Related Family Bonus: Hero is related to the Atlantis Family.', 'Hero receives the family bonus of a related family when in team with at least 1 related hero. Bonus for 1/2/3/4/5 heroes: +5%/+10%/+15%/+20%/+25% defense.', 'The members of this family have additional perks in Untold Tales 1: Mysteries of the Deep stages.']",defendersofatlantis,https://i.imgur.com/6o3KSeL.jpg,0,,0,0,0.0,27,5,20,20
Phorcys C,purple,5,Paladin,Changing Tides,1124,1201,1050,2037,Order from the Depths,"['Special Skill need consecutive uses to reach full power, the following order:', '1st:', ' * Summon a Merman Minion for the caster and nearby allies with 25% HP and 25% attack inherited from the caster.', ' * The Minion adds 4% mana to its owner at the end of each turn.', ' * The caster gets Taunt that prevents enemies from using Special Skills on the caster’s allies for 3 turns.', '2nd:', ' * Summon a Merman Minion for the caster and nearby allies with 30% HP and 35% attack inherited from the caster.', ' * The Minion adds 5% mana to its owner at the end of each turn.', ' * The caster gets Taunt that prevents enemies from using Special Skills on the caster’s allies for 4 turns.', ' * Stack (Max 10): All allies get +25% attack for their Minions.']","['Effects on Special Skill: 50% chance to perform the following actions when this character casts their Special Skill', ' * Deals 80% damage to all enemies.', ' * All allies get +21% critical chance for 2 turns.', 'Resist Insanity: This character has innate resistance against Insanity.']","['Summoner 3', 'Taunt', 'Stack']",untoldtales,"['Bonus for 1/2 Unique Heroes:', '50%/75% chance to give all allies +36% attack for 3 turns after this character receives Special Skill damage. If the enemy’s Special Skill defeats this character, the chance is 75%/100%', 'Related Family Bonus: Hero is related to the Atlantis Family.', 'Hero receives the family bonus of a related family when in team with at least 1 related hero. Bonus for 1/2/3/4/5 heroes: +5%/+10%/+15%/+20%/+25% defense.', 'The members of this family have additional perks in Untold Tales 1: Mysteries of the Deep stages.']",defendersofatlantis,https://i.imgur.com/FXIdE4S.jpg,1,,0,0,0.0,35,4,25,25
Vander,purple,5,Wizard,Fast,1082,1114,1100,1854,Gloom Grenades,"['Deals 450% damage to the target.', 'The target gets silenced for 3 turns.', 'If there are 6 or more Dark shields on the board, the damage and status ailments are dealt to the target and nearby enemies instead.', 'If there are 12 or more Dark shields on the board, the damage and status ailments are dealt to the all enemies instead.']","['Troop Mastery:', 'Passive Skill as attacking character: This hero’s Troops deal extra  elemental damage against weaker element.', ' - Dealt extra elemental damage: +100%', 'Passive Skill as defending character: This hero receives less elemental  damage from Troops of stronger element.', ' - Received elemental damage: -10%']","['Hit 1', 'Silence']",superelemental,"['One or more shields are enhanced to Power Gems each turn.', 'The amount is the same as <<Hero element>> heroes in the team. 5 Power Gems per element can be on the board at the same time.', 'The Power Gem deals 20/15/10 (5*/4*/3*) damage to a random enemy each turn until it is matched. When Power Gems are matched, they deal 10 damage to all enemies.']",superelemental,https://i.imgur.com/4cx1DT9.jpg,0,,0,0,0.0,450,450,0,0
Diaochan,purple,5,Sorcerer,Fast,835,805,797,1466,Lady's Charm,"['Recover 35% health for all allies.', 'Summons a Lackey Minion for the caster and nearby allies with 16% HP and 25% attack inherited from the caster.', 'Each time a Lackey Minion hits an enemy, it steals a random dispellable buff from the enemy and gives it to its owner.']",0,"['Heal all', 'Summoner']",kingdom,"['Bonus for 1/2/3 Unique Heroes:', '2% / 4% / 6% mana each time a Minion is summoned for the Hero.', '3% / 5% / 7% heal each time a Minion is summoned for the Hero.', 'Morale Boost:', 'Heroes belonging to this family as well as heroes fighting alongside with them receive additional perks in War of the Three Kingdoms:', '+10% attack, + 3% defense, +7% health']",kingdom,https://i.imgur.com/PBEksgr.jpg,0,,0,0,0.0,35,16,0,0
Diaochan C,purple,5,Cleric,Fast,1105,1073,1089,2144,Lady’s Flowers,"['Recover 33% health for all allies.', 'Summons a Lackey Minion for the caster and nearby allies with 33% HP and 33% attack inherited from the caster.', 'Each time a Lackey Minion hits an enemy, it steals a random dispellable buff from the enemy and gives it to its owner.']","['Unstoppable Minions:', ' * Resistance against Minion removal.', ' * Can’t be prevented from receiving minions.', ' * Minion attacks and abilities can’t be disabled.']","['Healer', 'Summoner']",kingdom,"['Bonus for 1/2/3 Unique Heroes:', '2% / 4% / 6% mana each time a Minion is summoned for the Hero.', '3% / 5% / 7% heal each time a Minion is summoned for the Hero.', 'Morale Boost:', 'Heroes belonging to this family as well as heroes fighting alongside with them receive additional perks in War of the Three Kingdoms:', '+10% attack, + 3% defense, +7% health']",kingdom,https://i.imgur.com/ZWN9v1V.jpg,1,,0,0,0.0,33,33,0,0
Grimble,purple,5,Cleric,Average,770,615,824,1425,Gnomish Carnage,"['Destroys all minions from all enemies.', 'Deals 315% damage to all enemies.', 'All allies get a small amount of mana for each destroyed minion', 'Element Link gives all Dark allies +10% critical chance for 6 turns. This effect can’t be dispelled.']","[""Resist Blind: This character has an innate resistance against status ailments that affect Accuracy. Doesn't apply to status effects from allies.""]","['Minion Destroyer All', 'Hit All']",hotm,"['Bonus for 1/2/3:', '+10%/+15%/+20% attack.', 'Bonus for 2+ Heroes:', 'Element Link affects all allies.']",2019,https://i.imgur.com/1sMnXH3.jpg,0,,0,0,0.0,315,315,10,10
Rochefort,purple,5,Fighter,Average,928,883,850,1835,Dishonorable Ploy,"['Deals 565% damage to the target and minor damage to nearby enemies.', 'If the targets is defeated in 3 turns all enemies receive 626 damage.']","['Damage on Special Skill and Cover Damage: When this character receives damage from Special Skills or in place of a character in Cover, there’s a 60% chance to deal 20% of the received damage to all enemies.']",['Hit 3'],musketeer,"['Bonus for 1/2/3 Heroes:', '50%/75%/100% chance to give Cover to a random ally for 3 turns when this character casts their Special Skill.', 'While in Cover, the ally takes no damage from Special Skill attacks or normal attacks. This character takes 60% / 50% / 40% of the damage that would by received by the character in Cover.', 'This effect can’t be dispelled, but ends when this character is defeated. Characters can only give cover to one ally at a time.', 'The members of this family have additional perks in the Brave Musketeers event.']",musketeer,https://i.imgur.com/cnURK1S.jpg,0,,0,0,0.0,565,565,0,0
Clarissa,purple,5,Paladin,Very Fast,772,733,712,1367,Miasma Mace,"['Deals 175% damage to the target and nearby enemies.', 'The target and nearby enemies receive 344 Poison damage over 2 turns.', 'Deals extra damage against Holy.', ""Element Link gives all Dark allies +30% defense against Special Skills for 4 turns. This effect can't be cleansed.""]",['Resist Poison: This character has innate resistance against Poison.'],"['Hit 3', 'DoT 3']",hotm,"['Bonus for 1/2/3:', '+10%/+15%/+20% healing.', 'Bonus for 2+ Heroes:', 'Element Link affects all allies.']",2020,https://i.imgur.com/YBAuibe.jpg,0,344 Poison damage over 2 turns.,344,2,172.0,175,175,30,30
Senan,purple,5,Sorcerer,Slow,807,731,813,1421,Curse of the Specter,"['Deals 275% damage to the all enemies.', 'Summons a Spectre Fiend for all enemies. The Fiend damages its target with 45% attack every turn.', ""The Spectre Fiend absorbs healing. It disappears after absorbing a healing amount equal to 30% of it's target's max health."", 'Stack (Max: 10): The caster gets +6% mana generation', 'Stack +2 (Max: 10): The caster recovers 30 HP each turn.']",['Resist Damage from Status Effects: This charater has innate resistance against incoming damage from status effects.'],"['Hit All', 'Fiend Summoner All', 'Stacks']",slayers,"['Bonus for 1/2/3 Heroes:', ' * Stack (Max: 10): The caster recovers 15 HP each turn.', ' * Stack (Max: 10): The caster gets +6% mana generation.', 'The members of this family have additional perks in the Challenge Festival events.']",slayer,https://i.imgur.com/PYhKsHp.jpg,0,,0,0,0.0,275,30,6,6
Senan C,purple,5,Wizard,Slow,1207,1245,1147,2324,Curse of the Cephaloid,"['Deals 265% damage to all enemies.', 'Summons a Specter Fiend for all enemies. The Fiend damages its target with 55% attack every turn.', 'The Specter Fiend absorbs healing. It disappears after absorbing a healing amount equal to 35% of its target’s max health.', 'Stack +2 (Max 10): The caster gets +12% mana generation. (Affects only mana generated from matching tiles or mana gained by the defense team at the end of their turn.)', 'Stack +3 (Max 10): The caster recovers 45 HP each turn.']","['Resist Damage from Status Effects: This character has innate resistance against incoming damage from status effects.', 'Bleed on Special Skill: When this character casts their Special Skill, all enemies receive 544 Bleed damage over 4 turns.']","['Hit All', 'Fiend Summoner All', 'Stacks']",slayers,"['Bonus for 1/2/3 Heroes:', ' * Stack (Max: 10): The caster recovers 15 HP each turn.', ' * Stack (Max: 10): The caster gets +6% mana generation.', 'The members of this family have additional perks in the Challenge Festival events.']",slayer,https://imgur.com/CNY72vk.jpg,1,,0,0,0.0,265,35,12,12
Tweedles,purple,5,Monk,Slow,945,962,947,1565,Dum and Dee,"['Deals 600% damage to a random enemy.', 'The target gets -50% defense for 5 turns.', 'Deals 600% damage to a random enemy.', 'The target gets -50% attack for 5 turns.', 'The caster gets 30% mana if both attacks hit the same target.']",['Resist Damage from Status Effects: This charater has innate resistance against incoming damage from status effects.'],"['Hit 2', 'Attack debuff', 'Defense debuff']",wonderland,"['Bonus for 2/3/4/5 Unique Heroes:', '+2%/+4%/+7%/+12% mana generation', '+5%/+10%/+15%/+20% critical chance', 'The members of this family have additional perks in the Challenge Festival events.']",wonderland,https://i.imgur.com/oaSASQ4.jpg,0,,0,0,0.0,600,30,-50,-50
